repo_name,commit,message,Is_Core_Refactor,Is_Refactor,Justification,Certain,Comment,Sampling
nwjs/chromium.src,0aa1063996215029b25ec69a78a5027854b20b29,"Remove DOMWindowProperty from Performance

We're deprecating DOMWindowProperty, which is equivalent to ContextLifecycleObserver.
This CL does the replacement for Performance.

BUG=610176

Review-Url: https://codereview.chromium.org/2569153002
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#438155}
",,,,,,12_may_2021_mp_not_refactor_commits
tensorflow/tensorflow,83569dfad98f7137dcf38593722fd16674ae632e,"Removes two Keras fallbacks to older v1 code:
1. when calling predict without compiling first.
2. when using a tf.compat.v1.optimizers.Optimizer (these work eagerly & should work in the v2 loops)

This revealed some missing coverage in the tests & a few bugs.

The fixes to these issues are are:
1. Int sample weights used with masks now work correctly (w/o type crashes)
2. Keras in TF2 explicitly disallows using sparse scipy matrices as inputs to dense functional model inputs. A meaningful error is now raised whereas before this crashed w/ unclear messages. In v1 the scipy matrices were silently cast to dense arrays, but this causes ambiguity for subclass models & can't be done w/o too much extra complexity for the data adapters.
3. This cl needs to mark a few tests that depend on v2 dtype behavior as run_v2_only, and changes a few tests to v1_deprecated

PiperOrigin-RevId: 277148078
Change-Id: Ic794104d85f999f0b449cc606df85f1e4cc5b8ed
",,,,,,12_may_2021_mp_not_refactor_commits
ppatierno/kaas,ee4e2088bf0542f35ef1929fb5b3a9ea4082bb21,"Fixed metrics path and deprecated labels for the cadvisor job (#3312)

* Fixed metrics path and deprecated labels for the cadvisor job
Fixed dashboards using the right label

Signed-off-by: Paolo Patierno <6537b8745542e7549b6aaccfa791c993f53e0c33@live.com>

* Updated CHANGELOG with breaking changes on Kubernetes < 1.14

Signed-off-by: Paolo Patierno <6537b8745542e7549b6aaccfa791c993f53e0c33@live.com>

* Fixed comment

Signed-off-by: Paolo Patierno <6537b8745542e7549b6aaccfa791c993f53e0c33@live.com>",,,,,,12_may_2021_mp_not_refactor_commits
apache/spark,f405de87c878c49b17acb2c874be1084465384e9,"[SPARK-14867][BUILD] Remove `--force` option in `build/mvn`

## What changes were proposed in this pull request?

Currently, `build/mvn` provides a convenient option, `--force`, in order to use the recommended version of maven without changing PATH environment variable. However, there were two problems.

- `dev/lint-java` does not use the newly installed maven.

  ```bash
$ ./build/mvn --force clean
$ ./dev/lint-java
Using `mvn` from path: /usr/local/bin/mvn
```
- It's not easy to type `--force` option always.

If '--force' option is used once, we had better prefer the installed maven recommended by Spark.
This PR makes `build/mvn` check the existence of maven installed by `--force` option first.

According to the comments, this PR aims to the followings:
- Detect the maven version from `pom.xml`.
- Install maven if there is no or old maven.
- Remove `--force` option.

## How was this patch tested?

Manual.

```bash
$ ./build/mvn --force clean
$ ./dev/lint-java
Using `mvn` from path: /Users/dongjoon/spark/build/apache-maven-3.3.9/bin/mvn
...
$ rm -rf ./build/apache-maven-3.3.9/
$ ./dev/lint-java
Using `mvn` from path: /usr/local/bin/mvn
```

Author: Dongjoon Hyun <dongjoon@apache.org>

Closes #12631 from dongjoon-hyun/SPARK-14867.
",,,,,,12_may_2021_mp_not_refactor_commits
kubernetes/release,083826a9d294d7bc26d561d29f5a8f2979ec8b50,"kubepkg: Use maps to retrieve package dependencies

Retrieving dependencies was inconsistent across packages. Some were
retrieved as a string, while other sets were concatenated strings
combining multiple dependencies together.

As rpm specs define dependencies across multiple lines, the current
method would look pretty messy.

Here we create a function, getDependencies(), which takes a
*packageDefinition as input and builds a map of dependencies, with their
requisite versions as the map values.

From there we index the map values within the package templates.

Signed-off-by: Stephen Augustus <f96984fef9637085f0559f1484dfd4e99545cd6e@vmware.com>
",,,,,,12_may_2021_mp_not_refactor_commits
colinsc/koha,255b9b98d01f330b2d6cc48fa3efa2ed599a50c7,"Bug 23843: Add mapping to Koha::Patron

This patch adds a to_api_mapping method to the class. This in effect
enables calling ->to_api on the object. The mapping is borrowed from the
API controller. It is not removed from the controller so we are able to
verify (through the tests) that there is no behavior change.
Once this is pushed we need to implement the counter-wise methods and
clean the controllers.
To test:
1. Run:
   $ kshell
  k$ prove t/db_dependent/api/v1/patrons.t
=> SUCCESS: Tests pass
2. Apply this patch
3. Repeat (1)
=> SUCCESS: Tests still pass!
4. Sign off :-D

Signed-off-by: Martin Renvoize <e328553c8782de72a55cb4ac905938926e626fa1@ptfs-europe.com>
Signed-off-by: Joonas Kylmälä <091ac5057c25573caaed60ccd700c39577bf6594@helsinki.fi>
Signed-off-by: Martin Renvoize <e328553c8782de72a55cb4ac905938926e626fa1@ptfs-europe.com>
",,,,,,12_may_2021_mp_not_refactor_commits
pantsbuild/pants,6b6a1ddfa560104fa32f2ce1d6c93f2df522f395,"A script to generate options reference pages for the docsite. (#10387)

* A script to generate options reference pages for the docsite.

- Uses mustache templates (plus some light munging in python) to
  generate the content.
- The script can sync the pages to the docsite, or just render
  them locally, for ease of iteration and debugging.

Makes some small changes/refactors to the help info extracter,
to support the markdown/HTML generation.

Removes a docstring line in external_tool.py that contained
`>` characters that rendered as `&gt;` in the markdown.
",,,,,,12_may_2021_mp_not_refactor_commits
chromium/chromium,5cfef8e00f8fbaf676a9d1ea8dd4c6b493e328c1,"Convert indirect uses of TestingFactoryFunction

TestingFactoryFunction is a simple function pointer. It is
deprecated in favor of TestingFactory which is a Callback<>.
Convert indirect uses by using base::BindRepeating() in all
invocation of SetTestingFactory/AddTestingFactory.

This converts uses in src//chrome/browser/ui/ash/multi_user.

This CL was uploaded by git cl split.

R=957a208c3ac4af7b4b33f6377664b553d4ebb949@chromium.org

Bug: 809610
Change-Id: Iee592c3978d52e0f213f2cb752cd4317bcd65b21
Reviewed-on: https://chromium-review.googlesource.com/c/1258764
Commit-Queue: Sylvain Defresne <075a4f7f645ca1869f9f673a573a0cfb60d14733@chromium.org>
Reviewed-by: Stefan Kuhne <957a208c3ac4af7b4b33f6377664b553d4ebb949@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#600325}",,,,,,12_may_2021_mp_not_refactor_commits
docker/docker.github.io,a68622b754fc60918229ad16877734724ca180a6,"Remove installation instructions for hypriot compose

This page is meant to install the Docker Engine, not compose,
and we should not direct users to non-official (and possibly
outdated) versions of Docker Compose.

Signed-off-by: Sebastiaan van Stijn <64b2b6d12bfe4baae7dad3d018f8cbf6b0e7a044@gone.nl>
",,,,,,12_may_2021_mp_not_refactor_commits
eworm-de/claws-mail,25be9182a50634410046042f352a5eafd146feee,"2009-08-30 [holger]	3.7.2cvs27

	* src/compose.c
		Do case-insensitive comparison against
		header names when extracting recipients
		from composed mails
",,,,,,12_may_2021_mp_not_refactor_commits
chromium/chromium,4b0368fcab3afaa988fc785d21961ddd856695bb,"Roll ANGLE from e9a0cb87f7a3 to f8fd9cfb25a0 (19 revisions)

https://chromium.googlesource.com/angle/angle.git/+log/e9a0cb87f7a3..f8fd9cfb25a0

2020-06-09 etienneb@chromium.org Fix racy GetCategory with trace_event
2020-06-09 jmadill@chromium.org Remove missing script from angle.gni test config.
2020-06-09 94770d7fe1cce6ea0791fa9927c1107de4d2e37b@google.com Capture/Replay: Support buffer map/unmap state during MEC
2020-06-09 jiajia.qin@intel.com Fix failures that alpha channel is not correct
2020-06-09 angle-autoroll@skia-public.iam.gserviceaccount.com Roll glslang from 8111268575a4 to 08328fea5ab9 (1 revision)
2020-06-09 angle-autoroll@skia-public.iam.gserviceaccount.com Roll Vulkan-Headers from db1a98c6cc43 to 9d2dfca53b75 (1 revision)
2020-06-09 angle-autoroll@skia-public.iam.gserviceaccount.com Roll Vulkan-ValidationLayers from f1b11cc29c58 to 236f1f090429 (2 revisions)
2020-06-09 shabbyx@gmail.com Update glslang_validator binary for Linux.
2020-06-09 syoussefi@chromium.org Add texture base-level related tests
2020-06-09 94770d7fe1cce6ea0791fa9927c1107de4d2e37b@google.com Unmap buffers targeted by glBufferData
2020-06-09 94770d7fe1cce6ea0791fa9927c1107de4d2e37b@google.com Capture/Replay: Don't assert when reading combined depth/stencil
2020-06-08 94770d7fe1cce6ea0791fa9927c1107de4d2e37b@google.com Perf: Ensure last frame is replayed for traces
2020-06-08 nguyenmh@google.com Fix ExceedMaxVertexAtomicCounters test crash with FrameCapture
2020-06-08 timvp@google.com Implement EGL_CreatePlatformWindowSurface()
2020-06-08 tobine@google.com doc: Update CONTRIBUTORS
2020-06-08 amaiorano@google.com Fix copy texture to sRGB in ANGLE/VK
2020-06-08 jmadill@chromium.org Build both standalone and Chromium gTest targets.
2020-06-08 jdarpinian@chromium.org Workaround broken copyTexImage2D on iOS
2020-06-08 jmadill@chromium.org Vulkan: Don't invalidate index buffers on vertex change.

If this roll has caused a breakage, revert this CL and stop the roller
using the controls here:
https://autoroll.skia.org/r/angle-chromium-autoroll
Please CC 94770d7fe1cce6ea0791fa9927c1107de4d2e37b@google.com on the revert to ensure that a human
is aware of the problem.

To report a problem with the AutoRoller itself, please file a bug:
https://bugs.chromium.org/p/skia/issues/entry?template=Autoroller+Bug

Documentation for the AutoRoller is here:
https://skia.googlesource.com/buildbot/+doc/master/autoroll/README.md

Cq-Include-Trybots: luci.chromium.try:android_optional_gpu_tests_rel;luci.chromium.try:linux_optional_gpu_tests_rel;luci.chromium.try:mac_optional_gpu_tests_rel;luci.chromium.try:win-asan;luci.chromium.try:win_optional_gpu_tests_rel;luci.chromium.try:linux-swangle-try-x64;luci.chromium.try:win-swangle-try-x86
Bug: chromium:1091259,chromium:1091723
Tbr: 94770d7fe1cce6ea0791fa9927c1107de4d2e37b@google.com
Test: Test: Android CtsDeqpTestCases, CQTest: Test: Angry Birds 2 MECTest: Test: MEC of Angry Birds 2Test: Test: angle_end2end_tests --gtest_filter=BufferDataTestES3.BufferDataUnmap/*
Change-Id: Ifff8e9f21d0ba6d3eb18ef92ef83cfdc377d1405
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/2238247
Reviewed-by: chromium-autoroll <a3680534fa21f849f725bea9c9fb3f7f637bcd8d@skia-public.iam.gserviceaccount.com>
Commit-Queue: chromium-autoroll <a3680534fa21f849f725bea9c9fb3f7f637bcd8d@skia-public.iam.gserviceaccount.com>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#776651}
",,,,,,12_may_2021_mp_not_refactor_commits
tprrt/linux-stable,b9efb8e30e99fe8ca9f886e0332eb0f29b6b48bb,"Merge tag 'samsung-dt-1' of git://git.kernel.org/pub/scm/linux/kernel/git/kgene/linux-samsung into next/dt

Samsung 1st DT updates for v4.3

- for exynos3250
  : update video-phy node with syscon phandle
- for exynos4210
  : add CPU OPP and regulator supply property
  : use labels for overriding nodes for exynos4210-universal_c210
- for exynos4412-trats2
  : set max17047 over heat and voltage thresholds
- for exynos5250 and 5420
  : extend exynos5250/5420-pinctrl nodes using labels
  : include exynos5250/5420-pinctrl after the nodes definitions
- for exynos5410-smdk5410
  : clean up indentation
- for exynos5422-odroidxu3
  : define default thermal-zones for exynos5422
  : enable USB3 regulators, TMU and thermal-zones
  : add pwm-fan node

* tag 'samsung-dt-1' of git://git.kernel.org/pub/scm/linux/kernel/git/kgene/linux-samsung:
  ARM: dts: Extend exynos5420-pinctrl nodes using labels instead of paths
  ARM: dts: Include exynos5420-pinctrl after the nodes were defined for exynos5420
  ARM: dts: Extend exynos5250-pinctrl nodes using labels instead of paths
  ARM: dts: Include exynos5250-pinctrl after the nodes were defined for exynos5250
  ARM: dts: Enable thermal-zones for exynos5422-odroidxu3
  ARM: dts: Define default thermal-zones for exynos5422
  ARM: dts: Enable TMU for exynos5422-odroidxu3
  ARM: dts: Add pwm-fan node for exynos5422-odroidxu3
  ARM: dts: Use labels for overriding nodes for exynos4210-universal_c210
  ARM: dts: Set max17047 over heat and voltage thresholds for exynos4412-trats2
  ARM: dts: Enable USB3 regulators for exynos5422-odroidxu3
  ARM: dts: Clean up indentation for exynos5410-smdk5410
  ARM: dts: add CPU OPP and regulator supply property for exynos4210
  ARM: dts: Update video-phy node with syscon phandle for exynos3250

Signed-off-by: Olof Johansson <8c69ee23f3f44f8162a64d579c1fa25c2f55298a@lixom.net>
",,,,,,12_may_2021_mp_not_refactor_commits
openstack/cinder,1fe4ed1a0e5e2621bbc28ac9f3143e30f76005b5,"Fix uuid warnings in various api contrib unit tests

This commit fixes invalid uuid usage in various
unit tests under cinder/tests/unit/api/contrib,
cleaning up FutureWarnings from oslo_versioned_objects [1].

[1] http://docs.openstack.org/developer/oslo.versionedobjects/api/fields.html#oslo_versionedobjects.fields.UUIDField

Change-Id: Ieb2f63b16d3d2ca264409a37863da47eeaa66206
",,,,,,12_may_2021_mp_not_refactor_commits
ComPlat/chemotion_ELN,54536c7eecbde6f9c14f6fa19e2a73133bdebb75,"Merge branch '384-clean-out-residual-jquery-call' into 'development'

Resolve ""clean out residual  jquery call""

Closes #384

See merge request ComPlat/chemotion_ELN!595",,,,,,12_may_2021_mp_not_refactor_commits
snapcore/snapd,408653b88eb2babe082e16ad3339835cd1e15070,"boot/kernel_test.go: refactor to also test uc20 style extraction

The only difference here is in how our bootloader gets setup for the uc20
variant. Also add comments to the variant setup functions to make it clear what
is changed/different.

Signed-off-by: Ian Johnson <9bf56e8911b743430bd23560344a680697e62e50@canonical.com>
",,,,,,12_may_2021_mp_not_refactor_commits
tprrt/linux-stable,9d0982927e79049675cb6c6c04a0ebb3dad5a434,"netfilter: nft_hash: add support for timeouts

Add support for element timeouts to nft_hash. The lookup and walking
functions are changed to ignore timed out elements, a periodic garbage
collection task cleans out expired entries.

Signed-off-by: Patrick McHardy <3a4d625ce225e891399f98db96a382ac4a84080b@trash.net>
Signed-off-by: Pablo Neira Ayuso <707d14912bb250caf67dfe0ea4035681fbfc4f56@netfilter.org>
",,,,,,12_may_2021_mp_not_refactor_commits
TrinityCore/TrinityCore,79c2390f8157108d474c2b893535bd44bfed5ab9,"Scripts/EasterKingdoms: Blackwing Lair

* code-style cleanup
* Fixed copyright header
* Fixed defines in enums

todo: make the necessary changes for script_text-> Creature_texts.
",,,,,,12_may_2021_mp_not_refactor_commits
openstack/tempest,c6ce539647f569caef19b44a339ba3ad68f2724f,"Use classname as prefix of volume name

Sometimes volume may not be cleaned properly and from its name
(such as tempest-Volume-245831117) it is difficult to know which
testcase created it. This is to use classname as prefix of volume
name.

Change-Id: Ic0e376098caa0c46473d92f6d043ab85fbbaee8c
",,,,,,12_may_2021_mp_not_refactor_commits
samba-team/samba,5779a7da9aecb7329eb47e93000dc8b9de96d9ae,"r1499: combine struct user_struct and struct smbsrv_user

to a struct smbsrv_session that the same as cli_session for the client

we need a gensec_security pointer there
(spnego support will follow)

prefix some related functions with smbsrv_

metze
(This used to be commit f276378157bb9994c4c91ce46150a510de5c33f8)
",,,,,,12_may_2021_mp_not_refactor_commits
couchbase/perfrunner,26646ef921db08e31fa8f7e3a0c334efe2272875,"Use the new name of ""wait"" method

""wait"" is deprecated and ""get"" should be used instead.

Change-Id: I57d0b5380d8c1a94087aee20e5836d3791997763
Reviewed-on: http://review.couchbase.org/82508
Tested-by: Build Bot <80754af91bfb6d1073585b046fe0a474ce868509@couchbase.com>
Reviewed-by: Pavel Paulau <dd88eded64e90046a680e3a6c0828ceb8fe8a0e7@gmail.com>
",,,,,,12_may_2021_mp_not_refactor_commits
phacility/phabricator,8e8818783599a52a433aefc4d199af3cc21a00ad,"Allow filtering of ""date"" custom fields

Summary: Ref T4663. Ref T4659. Allows ""date"" fields to be filtered with range parameters.

Test Plan:
  - Added a custom ""date"" field with ""search"".
  - Populated some values.
  - Searched for dates using new range filters.
  - Combined date search with other searches.
  - Ran other searches independently.
  - Inspected the generated queries.

Reviewers: btrahan

Reviewed By: btrahan

Subscribers: shadowhand, epriestley

Maniphest Tasks: T4659, T4663

Differential Revision: https://secure.phabricator.com/D8598
",,,,,,12_may_2021_mp_not_refactor_commits
