repo_name,commit,subject,message_without_subject,multiple_parents,Is_Summary,Is_Generic,Category,Comment,Certain,Labler,Sampling,distance,administrative_pred
qtproject/qt-labs-qbs,b5573c479f361ea280f0607ef0d042d9285df9e0,Solve the Java dependency tracking issue once and for all.,"

This approach relies on the newly introduced ability of Modules to
contain Groups, which may add additional source files to a Product.

In the case of the Java module, the module includes a group which adds
some sources to build a helper tool on-demand for each product that
builds Java source code. This deviates from the previous approach of
supplying a single jar for the entire qbs distribution and is thus
somewhat less efficient, but is not expected to be a critical issue in
the short term.

To start, it solves two critical issues: the build-time dependency on
javac, which complicates the qbs build process unnecessarily, and the
bootstrap class path warning due to targeting Java 1.6 with newer JDKs.

Change-Id: I533214a5d37fd69a4d8bfcf0db36bc7dae821d5f
Reviewed-by: Christian Kandeler <3aa99dcdd3f0cac61fb81c2a11771c0cc2497607@theqtcompany.com>
",False,,,,,,,comsum_random_batch_12_july_2021,714,False
jhipster/generator-jhipster,7ad1c1cbde6f922850ec2583fbed2b4b9581fd30,Spring boot 1.4 deprecation fix (#3930),"

* Tabs -> Spaces

* Revert ""Tabs -> Spaces""

This reverts commit 0d086ec443376c53e7a79499ebf8de9b962440ee.

* Tabs -> Spaces

* Revert ""Tabs -> Spaces""

This reverts commit 0d086ec443376c53e7a79499ebf8de9b962440ee.

* Fix deprecation errors after Spring Boot 1.4 upgrade

Fixes #3803.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
ManageIQ/manageiq-ui-classic,466a24066cb747e8eb4dd56aca9e98b9d824c373,Merge pull request #6733 from mzazrivec/remove_store_toolbar_strings_rake_task,"

Remove store toolbar strings rake task(transferred from ManageIQ/manageiq@1824c2df563bab4e45a9f3a31f3d40026ff94833)
",True,,,,,,,comsum_random_batch_12_july_2021,-1,False
Meisterschueler/ogn-python,86f2a606e5f67cd38a5a06d9587eec05494eec97,Use python-ogn-client and remove duplicated code,"

This repository splitted up into two separate repositories:
- python-ogn-client, including an APRS- & OGN-Parser and an APRS-Client
- ogn-python (the repository this commit belongs to), including a database, CLI and logbook
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
angular/angular-cli,a5a33fa1db27ccf43353cbef6cc6741f8e4db5b9,chore(docs): move the new wiki docs to main repo (#3382),"

This move will allow other devs to contribute and allow for pull requests and reviews against docs changes.",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
mitchellh/vagrant,e8cf9bb16828187412c4afd7b82c2476f09f8579,provisioners/ansible: review pull request #7752,"

- Honour `ssh.proxy_command` setting (even when the Docker provider is
  used via a proxy host). Silly configurations may lead to silly
  behaviors, but let's apply the settings...
- Remove condition on `provider_config.connect_via_ssh`, which is
  a provider specific parameter (from vagrant-libvirt provider).
- Add a simple unit test
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
google/llvm-propeller,f67433abd9e9a07f030806397d7ef831537fabf4,SCEVAffinator: pass parameter-only set to addRestriction if BB=nullptr,"

Assumptions can either be added for a given basic block, in which case the set
describing the assumptions is expected to match the dimensions of its domain.
In case no basic block is provided a parameter-only set is expected to describe
the assumption.

The piecewise expressions that are generated by the SCEVAffinator sometimes
have a zero-dimensional domain (e.g., [p] -> { [] : p <= -129 or p >= 128 }),
which looks similar to a parameter-only domain, but is still a set domain.

This change adds an assert that checks that we always pass parameter domains to
addAssumptions if BB is empty to make mismatches here fail early.

We also change visitTruncExpr to always convert to parameter sets, if BB is
null. This change resolves http://llvm.org/PR30941

Another alternative to this change would have been to inspect all code to make
sure we directly generate in the SCEV affinator parameter sets in case of empty
domains. However, this would likely complicate the code which combines parameter
and non-parameter domains when constructing a statement domain. We might still
consider doing this at some point, but as this likely requires several non-local
changes this should probably be done as a separate refactoring.

Reported-by: Eli Friedman <8e5ee4945af1f17b38864e236876caaaabff2d25@codeaurora.org>
llvm-svn: 286444
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
Homebrew/homebrew-core,a11a73d465426843d2b612c29663e90b1d3e5158,corectl 0.7.14,"

Signed-off-by: António Meireles <antonio.meireles@reformi.st>

Closes #3314.

Signed-off-by: Dominyk Tiller <53e438f55903875d07efdd98a8aaf887e7208dd3@gmail.com>
",False,,,,,,,comsum_random_batch_12_july_2021,2,True
tprrt/linux-stable,3dd4d40b420846dd35869ccc8f8627feef2cff32,xfs: Sanity check flags of Q_XQUOTARM call,"

Flags passed to Q_XQUOTARM were not sanity checked for invalid values.
Fix that.

Fixes: 9da93f9b7cdf (""xfs: fix Q_XQUOTARM ioctl"")
Reported-by: Yang Xu <3efd271a923bab6e9e53e19e7e399f39532f1447@cn.fujitsu.com>
Signed-off-by: Jan Kara <596727c8a0ea4db3ba2ceceedccbacd3d7b371b8@suse.cz>
Reviewed-by: Eric Sandeen <d55521028c14e0f378be5444e4ea388161c0d7e7@redhat.com>
Reviewed-by: Darrick J. Wong <206af32863b9fd2fc412cf38757e7321a0f2bd37@oracle.com>
Signed-off-by: Darrick J. Wong <206af32863b9fd2fc412cf38757e7321a0f2bd37@oracle.com>
",False,,,,,,,comsum_random_batch_12_july_2021,213,False
scalameta/scalafmt,3759757b925a9ccbbafa6031b8350f70e545ba60,Newlines: add multi-valued BeforeCurlyLambdaParams,"

Also deprecate the existing alwaysBeforeCurlyBraceLambdaParams field to
remove the ""always"" prefix as misleading.

For backwards compatibility, support boolean values but convert them to
explicit always/never labels. For that, add an optional custom partial
function to ReaderUtil.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
troglobit/finit,1fece1f9b58eeb4c04d59908ff09ef46d81cf3fd,Work around compiler error for breaking strict-aliasing rules,"

This commit fixes the following warning on an ARM eabi/uClibc system.
helpers.c:86: error: dereferencing pointer 'a' does break strict-aliasing rules

The fix is trivial. Simply set IPv4 addressing scheme in the
struct ifreq instead of the struct sockaddr_in, whic is just
a pointer into the same ifreq anyway.

Signed-off-by: Joachim Nilsson <583c295fd7602c168ad814279bbc3894ba65f5d6@gmail.com>
",False,,,,,,,comsum_random_batch_12_july_2021,314,False
chromium/chromium,196fd593b4cb1260871cf5b2ffb2fd595f5e4efb,Deflake FileManagerPrivateApiTest.*.,"

Use a real Profile in the tests instead of a TestingProfile. A real
Profile has an extensions::EventRouter, unlike a TestingProfile. Also
replace some NOTREACHED()s with DCHECK()s and include
extensions::EventRouterFactory in file_manager::EventRouterFactory's
dependencies.

Change-Id: I090432af1a89d364e797986d1c59fad66e90c880
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/1542739
Commit-Queue: Noel Gordon <bbe28d2184614fa1bb55a6abf6177468cd82f560@chromium.org>
Auto-Submit: Sam McNally <fa45cad00d68e10cba722214c28ca2497355b0cc@chromium.org>
Reviewed-by: Noel Gordon <bbe28d2184614fa1bb55a6abf6177468cd82f560@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#645167}",False,,,,,,,comsum_random_batch_12_july_2021,278,False
tprrt/linux-stable,436e4ab5fc85d3d198c292ff46ceb2fb142a39d1,serial: imx: Use dev_name() for request_irq() to distinguish UARTs,"

Signed-off-by: Alexander Shiyan <2d24902f83da69c248f5b0282406fefa25814305@mail.ru>
Signed-off-by: Greg Kroah-Hartman <4645f7897fd33786a2ee1264d590b3c400559d85@linuxfoundation.org>
",False,,,,,,,comsum_random_batch_12_july_2021,2,True
openstack/senlin,22c5d08ce7c80970d05e5f43b80beef1f32848c3,Revised base driver implementation,"

Currently, the base driver does nothing, but in future, there could be
methods added to support trust based authentication, SSL based
authentication etc.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
spring-cloud/spring-cloud-dataflow,b4b343b7f754a9d5f9ef01674677cc4ce732312d,renamed artifact-registry subproject,"

- now simply spring-cloud-dataflow-registry
- moved the URI registry related classes there as well
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
yvt/openspades,a79fe56daf904693e7649d5f7e0da9bd6c4186b1,"Revert ""Run update-pot.sh (Main.as not found?)""","

This reverts commit 529d652ff6f7b876545f24170a6d13f30a7bf487.

I am not sure if I should include that commit, so better not to.
If executing update-pot.sh is a nescessary step than beter leave
it to someone else, as when I executed the script it said that
Main.as was not found, so maybe something was broken in that commit.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
nwjs/chromium.src,da3186d9ee3bf66ba665777847d926d405b18246,Updating store template to support no TOC,"

Review URL: https://codereview.chromium.org/1889943002

Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#387401}
",False,,,,,,,comsum_random_batch_12_july_2021,58,False
CTSRD-CHERI/u-boot,a2e3b05e16c96ccc5929d60457938cd96912d758,x86: Add Intel Cougar Canyon 2 board,"

This adds basic support to Intel Cougar Canyon 2 board, a board
based on Chief River platform with an Ivy Bridge processor and
a Panther Point chipset.

Signed-off-by: Bin Meng <0f584745b714e230c31946b740db1d21d0507567@gmail.com>
Acked-by: Simon Glass <c00b0378376498bd9cd974c388df8854c0131d27@chromium.org>
",False,,,,,,,comsum_random_batch_12_july_2021,155,False
cilium-team/cilium,ba398fab0ce4f712a4b4dac79e71bc763f0e36a1,daemon: Release identities in failure condition,"

If some of the identities cannot be located in the kvstore, then none of
the identities or ipcache entries would be deleted when removing a
policy. Fix this up to instead attempt to locate as many of the entries
as possible, then free as many as can be located.

Fixes: 4692732 (""daemon: Allocate identities for CIDRs"")

Signed-off-by: Joe Stringer <16a9a54ddf4259952e3c118c763138e83693d7fd@covalent.io>
",False,,,,,,,comsum_random_batch_12_july_2021,323,False
sysstat/sysstat,64ce480a653968969dd824b45c581bc6d06e9fc7,SVG: Enlarge graph view,"

Make graph view a bit wider to deal with large numbers that sometimes
are used on Y axis.

Signed-off-by: Sebastien GODARD <89134d6941874dceb0ea1556951e88b252541fb2@users.noreply.github.com>
",False,,,,,,,comsum_random_batch_12_july_2021,93,False
afritz1/OpenTESArena,c10b4e30dc72930f91a95c1524f675030318dcb8,Added search functionality to ProvinceMapPanel.,"

The search button on province maps now works, and displays a text entry
pop-up. Depending on the input, it will either attempt to select the
given location as the travel target, or it will display a list of
locations to choose from. I decided to make the locations list
alphabetized for reasons described at ProvinceSearchSubPanel.cpp(226).
Currently there's no scroll bar for the list and no blinking cursor for
text input, but those will be added later.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
istio/istio,07ba749295b6b41f16dfb0ee5aa73319da39fa83,Adjust Wasm VMs charts order and Add release note (#28251),"

* Adjust Wasm VMs charts order

* add release note

* replace wasm extension dashboard with real ID",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
rails/rails,df94b863c2ff8f1bcf12e36ed8fc1419292668e7,Capitalize Rake,"

Should _probably_ be done across the board with all of our
documentation, but going to leave that for another time :)

[ci skip]
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
facebookexperimental/eden,d1905b7d876c41112596f34f9f52f9a79e3449b4,mail/hgweb: support service names for ports (issue2350),"

This adds util.getport(port) which tries to parse port as an int, and
failing that, looks it up using socket.getservbyname(). Thus, the
following will work:

    [smtp]
    port = submission

    [web]
    port = http

This does not apply to ports in URLs used in clone, pull, etc.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
materialsproject/pymatgen,bb7b325db6e2240e523853b1d076567318e1e2e2,developing convergence test,"


Former-commit-id: 7348a0c7e63eaa25b70150a6ca4f20168aa1ce42 [formerly e14491ddd00757131da49212618d768a4f32da85]
Former-commit-id: eb489274a9e2b7ca8d6476017960a3a97fddfb1b",False,,,,,,,comsum_random_batch_12_july_2021,3,True
cockpit-project/cockpit,9ac30c37358598a9d03c867f62077aa9c7bae1ce,test: Allow authorize messages in testNoPermission test,"

This test commonly fails with

    Unexpected journal message 'cannot reauthorize identity(s): unix-user:builder unix-user:admin'

which is legit as `check-shutdown-restart TestShutdownRestart.testNoPermission`
disables the admin powers from the test users.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
vinriviere/m68k-atari-mint-binutils-gdb,7313baad7c73664bed62b87481cbb078d71e84f4,2012-01-20  Pedro Alves  <palves@redhat.com> 	    Ulrich Weigand  <ulrich.weigand@linaro.org>,"

	* configure.ac [AC_CHECK_FUNCS]: Check for pread and pwrite.
	* config.in, configure: Regenerate.

	* target.h (struct target_ops): Add to_fileio_open, to_fileio_pwrite,
	to_fileio_pread, to_fileio_close, to_fileio_unlink.
	(target_fileio_open): Add prototype.
	(target_fileio_pwrite): Likewise.
	(target_fileio_pread): Likewise.
	(target_fileio_close): Likewise.
	(target_fileio_unlink): Likewise.
	(target_fileio_read_alloc): Likewise.
	(target_fileio_read_stralloc): Likewise.

	* target.c: Include ""gdb/fileio.h"".
	(target_read_stralloc): Accept trailing, but not embedded NUL bytes.
	(default_fileio_target): New function.
	(target_fileio_open): Likewise.
	(target_fileio_pwrite): Likewise.
	(target_fileio_pread): Likewise.
	(target_fileio_close): Likewise.
	(target_fileio_unlink): Likewise.
	(target_fileio_close_cleanup): Likewise.
	(target_fileio_read_alloc_1): Likewise.
	(target_fileio_read_alloc): Likewise.
	(target_fileio_read_stralloc): Likewise.

	* inf-child.c: Include ""gdb/fileio.h"", <sys/types.h>, <sys/stat.h>,
	<fcntl.h>, and <unistd.h>.
	(inf_child_fileio_open_flags_to_host): New function.
	(inf_child_errno_to_fileio_error): Likewise.
	(inf_child_fileio_open): Likewise.
	(inf_child_fileio_pwrite): Likewise.
	(inf_child_fileio_pread): Likewise.
	(inf_child_fileio_close): Likewise.
	(inf_child_fileio_unlink): Likewise.
	(inf_child_target): Install to_fileio routines.

	* remote.c (init_remote_ops): Install to_fileio routines.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
sosreport/sos,068c957e4c43edaefac3bc6401481ea572b033a5,[tuned] Collect additional configurations files and profiles.,"

Collect additional configurations files and profiles for tuned.

Signed-off-by: Shane Bradley <8e4dfeb0cd5b6645d228624bf7d32e46239b50fc@redhat.com>
",False,,,,,,,comsum_random_batch_12_july_2021,67,False
namhyung/uftrace,b85f653e11ef271418d861895532dc50e6f6b19b,script: Add a debug message to show loaded library,"

This patch adds a debug message to print the name of loaded library.

Signed-off-by: Honggyu Kim <a53feb80f30ad16c1a8bc8c3c6ff4988fed3d1cd@gmail.com>
",False,,,,,,,comsum_random_batch_12_july_2021,72,False
CZ-NIC/turris-os,29b1cd327d3658f39af9db68943a6c205fac602d,swconfig: Fix switch name.,"

This patch fixes a small typo in swconfig's client side that caused
it to print the interface name instead of the switch's device name
on the help page.

Signed-off-by: Jonas Gorski <jonas.gorski+openwrt@gmail.com>


git-svn-id: c673a1a018ba15e3442847f58d2337db82164816@20938 3c298f89-4303-0410-b956-a3cf2f4a3e73
",False,,,,,,,comsum_random_batch_12_july_2021,156,False
openstack/python-glanceclient,df0f6642e5c5f5c4070ffb1f6d96276230ad2bc9,Do not use openstack.common.i18n in glance client,"

i18n library is present in openstack.common but we also have
glanceclient module that supports the same functionality.
In order to be consistent and exclude dependencies on
oslo-incubator code we need to use glanceclient.i18n module only.

Change-Id: Iae9722d7903034bfa6fb8afadbb1f1292c29203e
",False,,,,,,,comsum_random_batch_12_july_2021,242,False
