repo_name,commit,message,Is_Core_Adaptive,Is_Adaptive,Justification,Certain,Comment,Sampling
nwjs/chromium.src,861c7d14e63d3f33fca3c514242db17589b6b5e4,"For urls Chrome can't handle fallback OpenInChrome to not set package

After creating the intent for OpenInChrome, this resolves it to see
whether Chrome can handle it. If not, falls back to a VIEW intent
instead.

BUG=834427

Change-Id: If39dc930521f78c0bdcd2818b9996694cff57b1c
Reviewed-on: https://chromium-review.googlesource.com/1072166
Reviewed-by: Bernhard Bauer <9d6e3445a4b797475e155e833b6dbdb4b6775446@chromium.org>
Commit-Queue: Yusuf Ozuysal <d3f962758524eff253548720e3053cc6af4b3d27@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#561929}",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
samba-team/samba,5ca69148844e2f8940b571aef0812e85e08b7cc5,"tevent: Fix multiple handler on the same fd bug in the tevent select backend.

When we're deciding what handlers to call in the select backend,
we didn't take into account the fact that the same fd may have
been added into the read FD_SET and the write FD_SET but with
different handlers.

We must match on both the file descriptor and the flags requested
before calling the handler.

Signed-off-by: Jeremy Allison <35bfff75a97c98dfccf9f835d7bbf4ab7904e719@samba.org>
Reviewed-by: Stefan Metzmacher <f1988b9e977fc98ae4b41148d1c7fe6accb829c3@samba.org>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
nwjs/chromium.src,4d23b4925ffd17d976334265c03661cb2336fb52,"exo: Handle cursor scale changes properly with HW cursor.

This makes sure we update the cursor when scale has changed.

BUG=b/31798695, b/30654503

Review-Url: https://codereview.chromium.org/2668873004
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#447568}
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
rpm-software-management/dnf,326cd2f2bb85fb0e3c51b343ea9e28be90bf5257,"2006-08-09 10:40  lmacken

    * yum/update_md.py:
    Rewrite to handle new metadata schema.
    Allow scripted metadata access.
    Accept YumRepository objects in add().
    Cache notices for quick searching

    * yum-updatesd.py:
     Remove (most of) the old metadata retrieval code.
     Try and grab the update 'type' from the metadata so we can check if we
     are dealing with any security updates.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
tprrt/linux-stable,aa977f62dff4fb41e89b473c9831c292c01d8bfc,"omapdss: extend pm notifier to handle hibernation

Add handling of missed events in omap_dss_pm_notif which are
needed to support hibernation (suspend to disk).

Signed-off-by: Grygorii Strashko <a97c251e6388fcaee425e25c6e5fa7c790efaa36@linaro.org>
Signed-off-by: Tomi Valkeinen <e1ca4dbb8be1acaf20734fecd2da10ed1d46a9bb@ti.com>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
SimpleITK/SimpleITK,523da38ac7bfcfe87b7798d42c069acd7ebda681,"Updating the documentation of the FilterProgressReporting example.

The documentation is a duplicate of the Doxygen page with some minor
modifications. The doxygen markup is also used in the sphinx
documentation. Before we can remove the doxygen page we need to
figure out how to link between the doxygen generated pages to the
sphinx generated pages on readthedocs. There are references from some
classes to the documentation in the sphinx/doxygen example page.

Change-Id: Ic15f4e6f51f3079a4ade058bfe4003fccbe1f599
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
libssh2/libssh2,79f48e48813322d12edbfb7ccb90649e616f54c6,"gettimeofday: fix name space pollution

For systems without its own gettimeofday() implementation, we still must
not provide one outside our namespace.

Reported by: Bill Segall
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
kubernetes/autoscaler,be88af64d4f62213a99328c1e8276a506a381d06,"cluster-autoscaler: Add ca-certificates to the docker image

This commit is manually tested by running `TAG=mytag REGISTRY=mydockerrepo make release` and running it inside author's k8s cluster

Resolves #38
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
yiisoft/yii2,b641c1f41be2a589e0144fc2cf10d784fb53e46e,"Enh Dependency getHasChanged (#12928)

* - rename getHasChanged() to isChanged()
- updated docs
- added tests for Dependency
- added useful helpers for inaccessible properties to TestCase

",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
Martii/UserScripts,200236ca359c6a450b40ba56959fc32f2ca950c4,"114843.547031 uso - Monkey Barrel [0.1.3](/scripts/diff/114843/547031)

- Rearranged some code to make #posts-lasts a bit faster and cleaner esp. in history
- Misc CSS tweaks
- NEW FEATURE: Add last post links to Recent Topics
Default to on... toggle in GMC Preferences.

... hope everyone enjoys :)

114843.547031

SHA1:ce75448d9bd60012f8446bdd9811ea6b022f77c3
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
Subsurface-divelog/subsurface,6ce5704435a761aeb7a8b7cb7bc9049ed3ee4ac9,"Support imperial measurements in dive planner / add dive

This was not as hard as I assumed it would be. I may still change the
horizontal dimension to be the more logical seconds instead of minutes,
but for now this achieves the main goal.

Signed-off-by: Dirk Hohndel <a00b27378a09822d5638cdfb8c2e7ccc36d74c56@hohndel.org>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
alphagov/smart-answers,92cc0bb8d077f454ce48c6df89956b5161a26685,"Question 20: Replace Yes/No with tax credits

As part of the accessibility improvements, we have been ask to replace
the Yes/No in question 20 (i.e tax_credits_currently_claiming?) with
tax credit benefits. These are already listed above the options.

The idea here, is to assist devices like screen reader etc, to better
recognise the tax credit benefits.

When a user selects at least an tax credit benefits they would be sent
to the ""tax_credits_eea_entitled"" outcome and when none are select and
the next steps button is triggered the user is shown the ""tax credits
unlikely"" outcome.

This commit contains implementation and tests that achieves & describe
the aforementioned scenario.

Regression test artefacts have been affected by these changes they will
be added in the next commit.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
metasfresh/metasfresh,abe7704816b032b99bba8b77ff40eeb5122d82ed,"solve bug in parameter evaluation with NULL

Note: the problem was introduced in 34c694fda531ecf15fe890c60e140aa902d730ec
docs_flatrate_term_all_procurements_conditions_report fails if M_Product_ID is left empty #3694
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
2gis/nuclear-river-validation-rules,3b46aa6a4cf5438d25f52a83bb892d112b3e799b,"Оптимизировал пересчёт фактов

update вызывается только на те факты,
в которых изменилось хотя бы одно поле.

соответственно, неизменившиеся факты не создают событий.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
mapbox/node-sqlite3,e370b9c60f4f9a05fd900bdd0df78e6f32ca9588,"attempt ldd

This commit also erases `sudo apt-get update --fix-missing` introduced in one of the previous commits, because it didn't help.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
nwjs/chromium.src,87e165d66a06abe6f4cfeb6b5e575c3215ea2b0e,"Base: Add BASE_API to PR_ParseTimeString (for base.dll)

BUG=76996
TEST=none
Review URL: http://codereview.chromium.org/6683065

git-svn-id: de016e52bd170d2d4f2344f9bf92d50478b649e0@79760 0039d316-1c4b-4281-b951-d872f2087c98
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
facebookexperimental/eden,24502a149cdb19af9fd35fb5a5e9e7fb2e3a3bcf,"sslutil: always use SSLContext

Now that we have a fake SSLContext instance, we can unify the code
paths for wrapping sockets to always use the SSLContext APIs.

Because this is security code, I've retained the try..except to
make the diff easier to read. It will be removed in the next patch.

I took the liberty of updating the inline docs about supported
protocols and how the constants work because this stuff is important
and needs to be explicitly documented.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
vinriviere/m68k-atari-mint-binutils-gdb,414c838a722efedb0f787b64629db13d88c9ef7c,"Simplify i386, amd64 and x32 expedite registers

Nowadays, there are a lot of duplication about
i386/{i386, amd64, x32}*-expedite in features/Makefile.  However,
in features/Makefile, we have

 echo ""expedite:$(if $($*-expedite),$($*-expedite),$($(firstword $(subst -, ,$(notdir $*)))-expedite))"" \
	  >> $(outdir)/$*.tmp

which means for a given bar/foo-baz.xml, we'll look for either
bar/foo-baz-expedite or foo-expedite.  In x86 expedite registers, we
use the former now, but it will be much simpler if we use the latter.
This is what this patch does.  This patch removes them, and defines
three generic expedite.  Re-run 'make GDB=/path/build/gdb all' to
regenerate regformats/*.dat files, and they are not changed.

gdb:

2016-10-05  Yao Qi  <yao.qi@linaro.org>

	* features/Makefile: Remove i386/*-expedite. Add i386-expedite,
	amd64-expedite, and x32-expedite.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
JetBrains/intellij-community,850ba2a48402f1fee5053f109ccf8d79cb3f0d66,"diff: better painting for fragmented diff

add \n at the end of fake document, if it is not the end of original document

Thus we expand background highlighting till the end of line
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
openstack/openstack-manuals,149fa4b2de503adc42f9a2dded8ca24faefbc14e,"Update title of Compute API v2 book to remove ""and Extensions""

Make all API Reference titles consistent

Change-Id: I9efa74bcecc3251b7e3e046b583e6f27b8289118
Author: Diane Fleming <74b5c707682eb3691857bb45094f8aaf22a82a5d@austin.rr.com>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
projectcalico/calico,9c07984a62ced416f87e70f943af158fd623b220,"Add v3.11 docs directories (#3073)

* Add v3.11 docs directories

* Update autogen'd gen_values for 3.11

* Update release docs instructions
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
qtproject/qtqa-gerrit,0056ef4a7a5e82e39d35a546d913c713741816f9,"Gerrit 2.3 ReleaseNotes

Amend the release notes. Nit by Antoine fixed.

Expands on capability topics and adds example roles.

Change-Id: I85cfc5bde205592b1d089e75ae7cc82f75d0a123
Signed-off-by: Fredrik Luthander <6ab76981acdc1b77ec1ba5e91464705b755e91f5@sonymobile.com>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
tsujan/FeatherPad,151236e69a95c17c2d00dc6d77be119d43de6aa6,"Add a help file translated into Japanese.(help_ja_JP) (#218)

* Add Japanese translation (featherpad_ja_JP.ts)

* Add description of Japanese (featherpad.desktop)

* Add a help file translated into Japanese.(help_ja_JP)
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
netty/netty,7b946a781e9ed78d9283f7907aeb4b8471dc9a3a,"Make sure we always flush window update frames in AbstractHttp2StreamChannel (#10075)

Motivation:

Under certain read patters the AbstractHttp2StreamChannel can fail to
flush, resulting in flow window starvation.

Modifications:

- Ensure we flush if we exit the `doBeginRead()` method.
- Account for the Http2FrameCodec always synchronously finishing writes
  of window update frames.

Result:

Fixes #10072",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
chromium/chromium,ebdcbd728f18d5a84fc02633e360ecf550dd5e3f,"[Printing] Sort out Once and Repeating callbacks in chrome/browser/printing/cloud_print/

Refactor to |base::OnceCallback| where possible.
Leave as is if depends on API that should be updated.

Bug: 968109
Change-Id: I19edf06451ffb2aebd511c49785f0e322e08128f
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/1648180
Reviewed-by: Rebekah Potter <d3fa462b5af7bedecb31c9641c08373f0b7e8c42@chromium.org>
Commit-Queue: Lei Zhang <79648d9aca10df37c1b962af0b65ebfac3e19883@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#671795}
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
htcondor/htcondor,ee94e3faaaad06869bc13dde0b19a26a95599ee7,"Initial code for ssh keypair two-phase commit for OpenStack. #3682

OpenStack doesn't properly support the client token instance property to
do idempotent calls to RunInstances. We currently rely on that to avoid
double-submiting jobs when a failure occurs. Thus, we need to
re-introduce the use of the ssh keypair as an optional way to check if
an instance was submitted after a failure.

Some issures remain to be sorted out:
Right now, the job attribut IsOpenStack must be set to true and the user
can't provide an existing ssh keypair for this to work properly.
Matching instances to EC2Jobs by ssh keypair needs to be optimized.
If the EC2_VM_START command returns NEED_CHECK_VM_START, we need to
handle that differently for OpenStack.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
nwjs/chromium.src,79b80d6a95a2a6e61200c0024755334376575be1,"Revert of Roll src/native_client/ cad577667..257dd7be6 (1 commit). (patchset #1 id:1 of https://codereview.chromium.org/1666783002/ )

Reason for revert:
Breaking the build on Win Builder and Win x64 Builder (dbg)

FAILED: C:\b\depot_tools\python276_bin\python.exe gyp-win-tool action-wrapper environment.x64 ppapi_tests_extensions_no_socket_permissions_target_build_newlib_x86_64_nexe_ff49b755b038c2b39cc59644a35b7542..rsp ..\..\ppapi\tests\extensions
Assembler messages:

Fatal error: can't create ../../../out/Debug_x64/obj/ppapi/tests/extensions/ppapi_tests_extensions_no_socket_permissions.gen/newlib-x86-64/ppapi_tests_extensions_no_socket_permissions/test_no_socket_permissions_d6663889.o: No such file or directory

x86_64-nacl-clang++.exe: error: assembler command failed with exit code 1 (use -v to see invocation)

FAILED with 1: ..\..\..\native_client\toolchain\win_x86\pnacl_newlib\bin\x86_64-nacl-clang++ -c no_socket_permissions/test_no_socket_permissions.cc -o ..\..\..\out\Debug_x64\obj\ppapi\tests\extensions\ppapi_tests_extensions_no_socket_permissions.gen/newlib-x86-64/ppapi_tests_extensions_no_socket_permissions\test_no_socket_permissions_d6663889.o -MD -MF ..\..\..\out\Debug_x64\obj\ppapi\tests\extensions\ppapi_tests_extensions_no_socket_permissions.gen/newlib-x86-64/ppapi_tests_extensions_no_socket_permissions\test_no_socket_permissions_d6663889.o.d -m64 -O2 -g -Wall -fdiagnostics-show-option -Werror -D__STDC_LIMIT_MACROS=1 -D__STDC_FORMAT_MACROS=1 -D_GNU_SOURCE=1 -D_POSIX_C_SOURCE=199506 -D_XOPEN_SOURCE=600 -DDYNAMIC_ANNOTATIONS_ENABLED=1 -DDYNAMIC_ANNOTATIONS_PREFIX=NACL_ -DV8_DEPRECATION_WARNINGS -DCLD_VERSION=2 -DNOMINMAX -DPSAPI_VERSION=1 -D_CRT_RAND_S -DCERT_CHAIN_PARA_HAS_EXTRA_FIELDS -D_ATL_NO_OPENGL -D_SECURE_ATL -D_HAS_EXCEPTIONS=0 -D_WINSOCK_DEPRECATED_NO_WARNINGS -DCHROMIUM_BUILD -DCR_CLANG_REVISION=259395-1 -DUSE_AURA=1 -DUSE_DEFAULT_RENDER_THEME=1 -DUSE_LIBJPEG_TURBO=1 -DENABLE_ONE_CLICK_SIGNIN -DENABLE_WEBRTC=1 -DENABLE_MEDIA_ROUTER=1 -DENABLE_PEPPER_CDMS -DENABLE_CONFIGURATION_POLICY -DENABLE_NOTIFICATIONS -DENABLE_HIDPI=1 -DENABLE_TOPCHROME_MD=1 -DDONT_EMBED_BUILD_METADATA -DFIELDTRIAL_TESTING_ENABLED -DNO_TCMALLOC -D__STD_C -D_CRT_SECURE_NO_DEPRECATE -D_SCL_SECURE_NO_DEPRECATE -DNTDDI_VERSION=0x0A000000 -D_USING_V110_SDK71_ -DENABLE_TASK_MANAGER=1 -DENABLE_EXTENSIONS=1 -DENABLE_PDF=1 -DENABLE_PLUGIN_INSTALLATION=1 -DENABLE_PLUGINS=1 -DENABLE_SESSION_SERVICE=1 -DENABLE_THEMES=1 -DENABLE_AUTOFILL_DIALOG=1 -DENABLE_BACKGROUND=1 -DENABLE_PRINTING=1 -DENABLE_BASIC_PRINTING=1 -DENABLE_PRINT_PREVIEW=1 -DENABLE_SPELLCHECK=1 -DENABLE_CAPTIVE_PORTAL_DETECTION=1 -DENABLE_APP_LIST=1 -DENABLE_SETTINGS_APP=1 -DENABLE_SUPERVISED_USERS=1 -DENABLE_MDNS=1 -DENABLE_SERVICE_DISCOVERY=1 -DV8_USE_EXTERNAL_STARTUP_DATA -DFULL_SAFE_BROWSING -DSAFE_BROWSING_CSD -DSAFE_BROWSING_DB_LOCAL -DUSE_LIBPCI=1 -DUSE_OPENSSL=1 -DUSE_OPENSSL_CERTS=1 -D_CRT_NONSTDC_NO_WARNINGS -D_CRT_NONSTDC_NO_DEPRECATE -DNACL_WINDOWS=0 -DNACL_OSX=0 -DNACL_LINUX=0 -DNACL_ANDROID=0 -DNACL_BUILD_ARCH=x86 -DNACL_BUILD_SUBARCH=64 -I..\..\..\out\Debug_x64/gen/tc_newlib/include -I../../.. -I..\..\..\out\Debug_x64/gen -I../../../third_party/wtl/include -std=gnu++0x -Wno-deprecated-register

Compile options: ['-m64', '-O2', '-g', '-Wall', '-fdiagnostics-show-option', '-Werror', '-D__STDC_LIMIT_MACROS=1', '-D__STDC_FORMAT_MACROS=1', '-D_GNU_SOURCE=1', '-D_POSIX_C_SOURCE=199506', '-D_XOPEN_SOURCE=600', '-DDYNAMIC_ANNOTATIONS_ENABLED=1', '-DDYNAMIC_ANNOTATIONS_PREFIX=NACL_', '-DV8_DEPRECATION_WARNINGS', '-DCLD_VERSION=2', '-DNOMINMAX', '-DPSAPI_VERSION=1', '-D_CRT_RAND_S', '-DCERT_CHAIN_PARA_HAS_EXTRA_FIELDS', '-D_ATL_NO_OPENGL', '-D_SECURE_ATL', '-D_HAS_EXCEPTIONS=0', '-D_WINSOCK_DEPRECATED_NO_WARNINGS', '-DCHROMIUM_BUILD', '-DCR_CLANG_REVISION=259395-1', '-DUSE_AURA=1', '-DUSE_DEFAULT_RENDER_THEME=1', '-DUSE_LIBJPEG_TURBO=1', '-DENABLE_ONE_CLICK_SIGNIN', '-DENABLE_WEBRTC=1', '-DENABLE_MEDIA_ROUTER=1', '-DENABLE_PEPPER_CDMS', '-DENABLE_CONFIGURATION_POLICY', '-DENABLE_NOTIFICATIONS', '-DENABLE_HIDPI=1', '-DENABLE_TOPCHROME_MD=1', '-DDONT_EMBED_BUILD_METADATA', '-DFIELDTRIAL_TESTING_ENABLED', '-DNO_TCMALLOC', '-D__STD_C', '-D_CRT_SECURE_NO_DEPRECATE', '-D_SCL_SECURE_NO_DEPRECATE', '-DNTDDI_VERSION=0x0A000000', '-D_USING_V110_SDK71_', '-DENABLE_TASK_MANAGER=1', '-DENABLE_EXTENSIONS=1', '-DENABLE_PDF=1', '-DENABLE_PLUGIN_INSTALLATION=1', '-DENABLE_PLUGINS=1', '-DENABLE_SESSION_SERVICE=1', '-DENABLE_THEMES=1', '-DENABLE_AUTOFILL_DIALOG=1', '-DENABLE_BACKGROUND=1', '-DENABLE_PRINTING=1', '-DENABLE_BASIC_PRINTING=1', '-DENABLE_PRINT_PREVIEW=1', '-DENABLE_SPELLCHECK=1', '-DENABLE_CAPTIVE_PORTAL_DETECTION=1', '-DENABLE_APP_LIST=1', '-DENABLE_SETTINGS_APP=1', '-DENABLE_SUPERVISED_USERS=1', '-DENABLE_MDNS=1', '-DENABLE_SERVICE_DISCOVERY=1', '-DV8_USE_EXTERNAL_STARTUP_DATA', '-DFULL_SAFE_BROWSING', '-DSAFE_BROWSING_CSD', '-DSAFE_BROWSING_DB_LOCAL', '-DUSE_LIBPCI=1', '-DUSE_OPENSSL=1', '-DUSE_OPENSSL_CERTS=1', '-D_CRT_NONSTDC_NO_WARNINGS', '-D_CRT_NONSTDC_NO_DEPRECATE', '-DNACL_WINDOWS=0', '-DNACL_OSX=0', '-DNACL_LINUX=0', '-DNACL_ANDROID=0', '-DNACL_BUILD_ARCH=x86', '-DNACL_BUILD_SUBARCH=64', '-I..\\..\\..\\out\\Debug_x64/gen/tc_newlib/include', '-I../../..', '-I..\\..\\..\\out\\Debug_x64/gen', '-I../../../third_party/wtl/include']

Linker options: ['-B..\\..\\..\\out\\Debug_x64/gen/tc_newlib/lib64', '-L..\\..\\..\\out\\Debug_x64/gen/tc_newlib/lib64', '-lppapi_cpp', '-lppapi', '-pthread']

Skipping unknown type  for .

Original issue's description:
> Roll src/native_client/ cad577667..257dd7be6 (1 commit).
>
> https://chromium.googlesource.com/native_client/src/native_client.git/+log/cad577667eab..257dd7be61b0
>
> $ git log cad577667..257dd7be6 --date=short --no-merges --format='%ad %ae %s'
> 2016-02-03 sbc untrusted.gypi: default to nacl-clang for newlib builds
>
> CQ_INCLUDE_TRYBOTS=tryserver.chromium.linux:linux_chromium_dbg_32_ng,linux_nacl_sdk_build
> TBR=mseaborn@chromium.org
>
> Committed: https://crrev.com/b6be59a64a5a4d051ae7f61cb67f39b635ddb317
> Cr-Commit-Position: refs/heads/master@{#373345}

TBR=mseaborn@chromium.org,nacl-deps-roller@chromium.org
# Skipping CQ checks because original CL landed less than 1 days ago.
NOPRESUBMIT=true
NOTREECHECKS=true
NOTRY=true

Review URL: https://codereview.chromium.org/1664983002

Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#373353}
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
